clienteid,evadio,genero,adulto mayor,tiene pareja,tiene dependientes,meses de contrato,servicio telefonico,multilineas,servicio internet,seguridad en linea,respaldo en linea,proteccion de dispositivos,soporte tecnico,television por streaming,suscripcion peliculas,tipo de contrato,factura online,metodo de pago,total del mes,total cliente,cuentas_diarias,cantidad_servicios,evadio_numeric
5961-VUSRV,No,Mujer,0,No,No,12,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Transferencia bancaria (automatico),19.35,219.35,0.645,1,0
5965-GGPRW,No,Hombre,0,Si,Si,72,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Dos años,No,Transferencia bancaria (automatico),105.25,7609.75,3.5083333333333333,6,0
5966-EMAZU,No,Hombre,0,Si,No,64,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Anual,Si,Cheque por correo,108.5,6880.85,3.6166666666666667,7,0
5968-HYJRZ,No,Hombre,0,Si,Si,47,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,24.55,1160.45,0.8183333333333334,2,0
5968-VXZLG,No,Hombre,0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automatico),46.6,87.9,1.5533333333333335,1,0
5968-XQIVE,No,Hombre,0,Si,Si,72,Si,Si,Fibra optica,No,Si,No,No,Si,No,Anual,Si,Cheque electronico,89.7,6588.95,2.99,4,0
5970-GHJAW,No,Hombre,0,Si,Si,46,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),19.95,862.4,0.6649999999999999,1,0
5973-EJGDP,No,Hombre,0,No,No,51,Si,Si,Fibra optica,No,Si,Si,Si,No,No,Mensual,Si,Cheque electronico,87.35,4473.0,2.9116666666666666,5,0
5975-BAICR,No,Hombre,0,Si,Si,36,Si,No,DSL,Si,No,Si,No,No,Si,Anual,Si,Tarjeta de credito (automatico),63.7,2188.5,2.1233333333333335,4,0
5976-JCJRH,Si,Hombre,0,Si,No,10,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,70.3,738.2,2.3433333333333333,1,1
5977-CKHON,No,Mujer,0,Si,Si,43,Si,Si,Fibra optica,No,No,Si,No,No,Si,Mensual,Si,Transferencia bancaria (automatico),92.55,4039.0,3.085,4,0
5980-BDHPY,No,Hombre,0,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),87.1,6230.1,2.9033333333333333,8,0
5980-NOPLP,Si,Mujer,0,Si,No,44,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,96.1,4364.1,3.203333333333333,4,1
5981-ITEMU,Si,Hombre,0,Si,No,40,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria (automatico),97.1,3706.95,3.2366666666666664,4,1
5981-ZVXOT,No,Mujer,1,No,No,35,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Anual,Si,Cheque electronico,108.35,3726.15,3.6116666666666664,7,0
5982-FPVQN,No,Mujer,0,Si,Si,37,Si,Si,Fibra optica,No,Si,Si,No,No,Si,Mensual,Si,Cheque electronico,95.15,3532.85,3.171666666666667,5,0
5982-PSMKW,No,Mujer,0,Si,Si,23,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito (automatico),91.1,2198.3,3.0366666666666666,8,0
5982-XMDEX,No,Mujer,0,No,No,65,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automatico),26.5,1698.55,0.8833333333333333,2,0
5985-BEHZK,No,Mujer,1,Si,No,72,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Anual,No,Tarjeta de credito (automatico),105.0,7578.05,3.5,6,0
5985-TBABQ,No,Mujer,0,No,No,32,Si,Si,DSL,Si,No,No,No,Si,Si,Anual,No,Cheque por correo,74.75,2282.95,2.4916666666666667,5,0
5986-WWXDV,No,Hombre,0,No,Si,39,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Transferencia bancaria (automatico),19.35,779.2,0.645,1,0
5989-AXPUC,No,Mujer,0,Si,No,68,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Cheque por correo,118.6,7990.05,3.953333333333333,8,0
5989-OMNJE,No,Mujer,0,Si,Si,24,No,Sin servicio telefonico,DSL,Si,Si,Si,No,Si,Si,Anual,No,Cheque electronico,57.6,1367.75,1.9200000000000002,5,0
5989-PGKJB,No,Mujer,0,No,No,16,Si,No,Fibra optica,No,Si,No,No,No,Si,Mensual,Si,Cheque electronico,86.25,1340.1,2.875,3,0
5993-BQHEA,No,Hombre,0,No,No,12,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de credito (automatico),20.05,267.0,0.6683333333333333,1,0
5993-JSUWV,No,Mujer,0,No,No,66,Si,No,DSL,Si,Si,Si,No,No,No,Dos años,Si,Transferencia bancaria (automatico),61.15,4017.45,2.038333333333333,4,0
5995-LFTLE,No,Hombre,0,No,No,58,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Tarjeta de credito (automatico),25.3,1474.35,0.8433333333333334,2,0
5995-OIGLP,Si,Hombre,0,No,No,12,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,Cheque por correo,56.65,654.85,1.8883333333333332,3,1
5995-SNNEW,No,Hombre,1,Si,No,23,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electronico,104.45,2184.85,3.481666666666667,6,0
5995-WWKKG,No,Mujer,0,No,No,37,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Cheque electronico,19.8,695.05,0.66,1,0
5996-DAOQL,No,Hombre,0,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque por correo,20.45,20.45,0.6816666666666666,1,0
5996-EBTKM,No,Mujer,0,Si,Si,67,Si,Si,DSL,No,No,Si,Si,No,Si,Dos años,Si,Transferencia bancaria (automatico),69.9,4615.9,2.33,5,0
5996-NRVXR,No,Hombre,1,Si,No,40,Si,No,Fibra optica,Si,Si,Si,Si,Si,No,Anual,Si,Tarjeta de credito (automatico),98.15,4116.8,3.271666666666667,6,0
5997-OPVFA,No,Hombre,0,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),89.05,6254.45,2.9683333333333333,8,0
5998-DZLYR,No,Mujer,0,Si,No,61,Si,Si,Fibra optica,No,Si,No,Si,No,Si,Dos años,Si,Transferencia bancaria (automatico),94.35,5703.0,3.145,5,0
5998-VVEJY,Si,Hombre,0,No,No,26,Si,Si,Fibra optica,No,No,No,Si,No,No,Mensual,Si,Cheque electronico,80.5,2088.8,2.683333333333333,3,1
5999-LCXAO,No,Mujer,0,No,No,1,No,Sin servicio telefonico,DSL,Si,No,No,No,No,No,Mensual,No,Cheque por correo,29.9,29.9,0.9966666666666666,1,0
6000-APYLU,Si,Hombre,0,No,No,9,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electronico,80.8,713.1,2.6933333333333334,2,1
6000-UKLWI,No,Hombre,0,No,No,41,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,20.15,802.35,0.6716666666666666,1,0
6005-OBZPH,Si,Mujer,1,No,No,26,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mensual,Si,Cheque electronico,89.15,2277.65,2.9716666666666667,4,1
6007-TCTST,No,Mujer,0,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),115.8,8476.5,3.86,8,0
6008-NAIXK,No,Hombre,1,No,No,54,No,Sin servicio telefonico,DSL,No,Si,Si,No,Si,Si,Anual,Si,Cheque electronico,55.45,2966.95,1.8483333333333334,4,0
6010-DDPPW,No,Hombre,0,Si,No,70,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automatico),25.15,1940.85,0.8383333333333333,2,0
6013-BHCAW,No,Hombre,0,Si,Si,61,Si,Si,DSL,No,No,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),81.0,4976.15,2.7,6,0
6015-VVHHE,Si,Mujer,1,No,No,5,Si,Si,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Tarjeta de credito (automatico),83.15,446.05,2.771666666666667,3,1
6016-LVTJQ,No,Mujer,0,Si,Si,34,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,20.65,716.4,0.6883333333333332,1,0
6016-NXBNJ,No,Hombre,0,No,No,35,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Cheque por correo,19.15,638.0,0.6383333333333333,1,0
6017-PPLPX,Si,Hombre,0,Si,Si,20,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,70.45,1470.95,2.3483333333333336,1,1
6022-KOUQO,No,Mujer,0,Si,Si,2,No,Sin servicio telefonico,DSL,No,No,No,Si,No,No,Mensual,No,Transferencia bancaria (automatico),29.05,44.75,0.9683333333333334,1,0
6022-UGGSO,Si,Mujer,1,No,No,32,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque electronico,74.4,2276.95,2.48,2,1
6023-GSSXW,No,Mujer,0,Si,No,69,Si,No,DSL,No,Si,No,No,No,Si,Dos años,Si,Tarjeta de credito (automatico),61.45,4131.2,2.0483333333333333,3,0
6023-YEBUP,Si,Hombre,0,No,No,3,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electronico,100.95,329.95,3.365,5,1
6024-RUGGH,No,Hombre,0,Si,Si,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria (automatico),25.2,1798.9,0.84,2,0
6029-CSMJE,No,Hombre,0,No,No,17,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por correo,25.65,440.2,0.855,0,0
6029-WTIPC,Si,Hombre,1,No,No,37,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electronico,101.1,3744.05,3.3699999999999997,5,1
6030-REHUX,No,Mujer,1,Si,No,28,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Mensual,Si,Cheque electronico,110.85,3204.4,3.695,7,0
6032-IGALN,Si,Mujer,0,No,No,1,No,Sin servicio telefonico,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por correo,25.1,25.1,0.8366666666666667,0,1
6032-KRXXO,Si,Hombre,0,No,No,30,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,90.25,2755.35,3.0083333333333333,3,1
6034-YMTOB,No,Mujer,0,No,No,5,Si,No,Fibra optica,No,No,No,Si,No,No,Mensual,Si,Cheque por correo,75.65,399.45,2.521666666666667,2,0
6034-ZRYCV,Si,Mujer,0,Si,No,72,No,Sin servicio telefonico,DSL,No,Si,Si,No,Si,Si,Dos años,Si,Cheque electronico,54.2,3937.45,1.8066666666666669,4,1
6035-BXTTY,No,Mujer,1,No,No,32,Si,No,DSL,No,Si,No,Si,No,No,Mensual,No,Transferencia bancaria (automatico),54.65,1830.1,1.8216666666666665,3,0
6035-RIIOM,No,Mujer,0,No,No,54,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Dos años,Si,Transferencia bancaria (automatico),97.2,5129.45,3.24,5,0
6036-TTFYU,No,Mujer,0,Si,No,16,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,19.6,314.45,0.6533333333333334,1,0
6038-GCYEC,Si,Mujer,0,No,No,24,No,Sin servicio telefonico,DSL,No,Si,Si,No,Si,Si,Mensual,Si,Tarjeta de credito (automatico),54.15,1240.25,1.805,4,1
6040-CGACY,No,Mujer,0,No,No,15,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,19.6,299.4,0.6533333333333334,1,0
6047-SUHPR,No,Hombre,0,Si,Si,39,Si,No,DSL,Si,Si,Si,No,No,No,Anual,No,Cheque electronico,59.8,2343.85,1.9933333333333332,4,0
6047-YHPVI,Si,Hombre,0,No,No,5,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,69.7,316.9,2.3233333333333333,1,1
6048-NJXHX,No,Hombre,0,Si,No,41,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Cheque electronico,19.75,899.45,0.6583333333333333,1,0
6048-QBXKL,No,Mujer,1,No,No,2,Si,Si,DSL,No,Si,No,No,No,No,Mensual,Si,Tarjeta de credito (automatico),56.55,118.25,1.885,3,0
6048-UWKAL,No,Mujer,1,Si,No,69,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Dos años,No,Tarjeta de credito (automatico),105.4,6998.95,3.5133333333333336,6,0
6050-FFXES,No,Mujer,0,Si,No,69,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Dos años,No,Transferencia bancaria (automatico),105.35,7240.65,3.5116666666666663,6,0
6050-IJRHS,No,Mujer,0,Si,Si,70,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Anual,Si,Cheque electronico,106.5,7397.0,3.55,6,0
6051-PTVNS,No,Mujer,0,Si,Si,55,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de credito (automatico),19.15,998.1,0.6383333333333333,1,0
6060-DRTNL,Si,Mujer,1,No,No,5,Si,No,Fibra optica,No,No,Si,No,Si,No,Mensual,Si,Cheque por correo,84.85,415.55,2.828333333333333,3,1
6060-QBMGV,No,Hombre,0,Si,No,70,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),19.85,1433.8,0.6616666666666667,1,0
6061-GWWAV,No,Hombre,0,No,Si,41,Si,No,DSL,Si,Si,Si,No,Si,No,Anual,No,Cheque por correo,70.2,2894.55,2.3400000000000003,5,0
6061-PQHMK,No,Mujer,0,No,No,25,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de credito (automatico),19.9,527.5,0.6633333333333333,1,0
6064-PUPMC,No,Hombre,0,Si,Si,23,Si,No,DSL,Si,No,No,Si,No,No,Anual,No,Tarjeta de credito (automatico),57.2,1423.35,1.9066666666666667,3,0
6064-ZATLR,No,Mujer,0,No,No,27,Si,No,DSL,Si,Si,No,No,No,No,Dos años,No,Transferencia bancaria (automatico),52.85,1498.65,1.7616666666666667,3,0
6067-NGCEU,No,Mujer,0,No,No,65,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Mensual,Si,Tarjeta de credito (automatico),111.05,7107.0,3.7016666666666667,7,0
6072-NUQCB,No,Hombre,0,Si,Si,22,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Transferencia bancaria (automatico),20.25,488.25,0.675,1,0
6075-QMNRR,No,Mujer,0,No,No,52,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automatico),49.75,2535.55,1.6583333333333334,2,0
6075-SLNIL,No,Hombre,0,No,No,38,Si,Si,Fibra optica,No,Si,Si,No,No,Si,Mensual,Si,Tarjeta de credito (automatico),95.1,3691.2,3.17,5,0
6077-BDPXA,No,Mujer,0,No,No,3,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,70.15,194.2,2.3383333333333334,1,0
6078-VESFR,No,Hombre,1,Si,No,13,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Transferencia bancaria (automatico),70.45,849.1,2.3483333333333336,1,0
6080-LNESI,No,Hombre,0,No,No,51,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,24.75,1234.6,0.825,2,0
6080-TCMYC,No,Hombre,0,Si,Si,40,Si,Si,Fibra optica,No,No,Si,No,No,No,Mensual,Si,Cheque electronico,81.2,3292.3,2.7066666666666666,3,0
6082-GLJIX,No,Hombre,0,No,No,18,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,19.25,331.35,0.6416666666666667,1,0
6082-OQFBA,No,Hombre,0,Si,Si,23,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque por correo,19.65,436.9,0.6549999999999999,1,0
6086-ESGRL,Si,Mujer,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,No,Tarjeta de credito (automatico),80.15,80.15,2.671666666666667,2,1
6087-MVHJH,Si,Mujer,0,No,No,16,Si,Si,Fibra optica,No,No,Si,No,No,Si,Mensual,Si,Cheque electronico,88.45,1422.1,2.9483333333333333,4,1
6087-YPWHO,No,Hombre,0,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos años,No,Cheque por correo,68.15,4808.7,2.271666666666667,6,0
6088-BXMRG,No,Mujer,0,Si,Si,32,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electronico,98.85,3089.6,3.295,5,0
6092-QZVPP,No,Hombre,0,No,No,36,Si,No,DSL,Si,No,Si,Si,Si,Si,Mensual,Si,Tarjeta de credito (automatico),79.2,2854.95,2.64,6,0
6094-ZIVKX,No,Mujer,0,No,No,68,Si,No,DSL,Si,No,Si,No,No,No,Anual,Si,Tarjeta de credito (automatico),54.45,3674.95,1.8150000000000002,3,0
6096-EGVTU,No,Mujer,0,Si,Si,64,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque por correo,24.9,1595.5,0.83,2,0
6097-EQISJ,Si,Mujer,0,Si,Si,66,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Anual,Si,Tarjeta de credito (automatico),102.45,6615.15,3.415,6,1
6100-FJZDG,No,Hombre,0,Si,Si,26,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Transferencia bancaria (automatico),20.05,505.9,0.6683333333333333,1,0
6100-QQHEB,Si,Hombre,0,Si,Si,17,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,92.55,1515.1,3.085,4,1
6101-IMRMM,Si,Hombre,0,No,Si,6,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mensual,No,Cheque por correo,94.5,575.45,3.15,4,1
6103-BOCOU,No,Mujer,0,No,No,26,Si,Si,Fibra optica,No,No,Si,No,No,No,Mensual,Si,Cheque electronico,80.7,2193.0,2.69,3,0
6103-LIANB,No,Hombre,0,Si,Si,59,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Dos años,Si,Tarjeta de credito (automatico),99.5,5861.75,3.316666666666667,5,0
6103-QCKFX,No,Mujer,0,Si,Si,44,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,Transferencia bancaria (automatico),56.25,2419.55,1.875,3,0
6108-OQZDQ,Si,Mujer,0,Si,Si,4,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electronico,97.95,384.5,3.265,5,1
6110-OHIHY,Si,Hombre,0,No,No,3,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,No,Cheque electronico,79.25,267.6,2.6416666666666666,2,1
6112-KTHFQ,No,Mujer,0,No,No,13,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque por correo,19.3,279.3,0.6433333333333333,1,0
6114-TCFID,No,Mujer,0,No,No,29,No,Sin servicio telefonico,DSL,Si,Si,No,Si,No,No,Anual,No,Tarjeta de credito (automatico),39.5,1082.75,1.3166666666666667,3,0
6115-ZTBFQ,No,Mujer,0,Si,No,72,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria (automatico),65.5,4919.7,2.183333333333333,6,0
6116-RFVHN,No,Mujer,0,Si,No,34,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electronico,100.45,3414.65,3.3483333333333336,5,0
6119-SPUDB,No,Hombre,0,No,No,46,No,Sin servicio telefonico,DSL,Si,No,Si,Si,No,No,Dos años,No,Cheque por correo,38.25,1755.35,1.275,3,0
6120-RJKLU,No,Mujer,1,Si,No,62,Si,No,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito (automatico),79.95,4819.75,2.665,6,0
6121-TNHBO,No,Mujer,1,No,No,63,Si,Si,DSL,Si,Si,Si,Si,Si,No,Anual,No,Transferencia bancaria (automatico),83.0,5243.05,2.7666666666666666,7,0
6121-VZNQB,Si,Mujer,0,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque por correo,19.1,19.1,0.6366666666666667,1,1
6122-EFVKN,No,Hombre,0,No,Si,24,No,Sin servicio telefonico,DSL,Si,No,No,Si,No,No,Dos años,No,Cheque por correo,35.75,830.8,1.1916666666666667,2,0
6122-LJADA,No,Hombre,0,Si,Si,70,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito (automatico),90.15,6237.05,3.0050000000000003,8,0
6124-ACRHJ,No,Mujer,0,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,19.75,19.75,0.6583333333333333,1,0
6127-ISGTU,Si,Mujer,0,Si,No,16,Si,Si,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque electronico,84.95,1378.25,2.8316666666666666,3,1
6127-IYJOZ,No,Hombre,1,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por correo,45.85,45.85,1.5283333333333333,1,0
6128-AQBMT,No,Hombre,1,Si,No,41,No,Sin servicio telefonico,DSL,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electronico,53.95,2215.4,1.7983333333333333,4,0
6128-CZOMY,Si,Mujer,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electronico,45.65,45.65,1.5216666666666667,1,1
6128-DAFVY,No,Mujer,0,No,No,56,No,Sin servicio telefonico,DSL,No,No,No,No,Si,Si,Mensual,Si,Tarjeta de credito (automatico),44.85,2564.95,1.495,2,0
6131-FOYAS,No,Hombre,0,No,No,35,Si,Si,DSL,Si,No,Si,No,No,No,Mensual,Si,Cheque electronico,59.6,2094.9,1.9866666666666668,4,0
6131-IUNXN,No,Mujer,0,Si,Si,19,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,20.2,382.2,0.6733333333333333,1,0
6131-JLWZM,No,Mujer,0,No,No,13,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque por correo,20.3,275.4,0.6766666666666666,1,0
6133-OZILE,No,Mujer,0,No,No,18,No,Sin servicio telefonico,DSL,No,No,Si,Si,No,No,Mensual,Si,Cheque electronico,35.2,607.3,1.1733333333333333,2,0
6134-KWTBV,No,Hombre,0,No,No,62,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automatico),23.4,1429.65,0.7799999999999999,2,0
6135-OZQVA,No,Mujer,0,No,No,7,Si,Si,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque electronico,53.65,404.35,1.7883333333333333,3,0
6137-MFAJN,No,Mujer,0,No,No,48,No,Sin servicio telefonico,DSL,Si,Si,No,No,Si,No,Mensual,Si,Cheque electronico,44.8,2104.55,1.4933333333333332,3,0
6137-NICCO,No,Mujer,0,Si,Si,6,Si,Si,Fibra optica,No,Si,Si,No,Si,No,Mensual,Si,Cheque por correo,94.05,518.75,3.135,5,0
6139-ZZRBQ,No,Hombre,1,No,No,64,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria (automatico),20.05,1198.05,0.6683333333333333,1,0
6140-QNRQQ,Si,Hombre,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque por correo,71.55,71.55,2.385,1,1
6141-OOXUQ,Si,Hombre,0,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,19.65,19.65,0.6549999999999999,1,1
6142-VSJQO,Si,Mujer,0,Si,Si,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automatico),44.35,44.35,1.4783333333333333,1,1
6143-JQKEA,No,Hombre,0,No,No,10,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito (automatico),45.8,436.2,1.5266666666666666,1,0
